2026-02-12 2112,0,0001,0,31239,H2    ,245,30,166,529183,533,V,CO    ,663,40,120,0,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                   
2026-02-12 2116,0,0001,0,31226,H2    ,245,30,142,512601,533,V,CO    ,669,40,120,832,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                 
2026-02-12 2120,0,0001,0,31229,H2    ,245,32,170,530148,533,V,CO    ,684,40,120,18481,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2123,0,0001,0,31223,H2    ,245,30,118,253782,533,V,CO    ,682,40,120,34042,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2128,0,0001,0,31220,H2    ,245,32,98,245701,533,V,CO    ,685,40,120,46289,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                
2026-02-12 2132,0,0001,0,31211,H2    ,245,34,116,257367,533,V,CO    ,677,40,120,48498,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2136,0,0001,0,31201,H2    ,245,56,102,238960,533,V,CO    ,681,40,120,49308,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2140,0,0001,0,31197,H2    ,245,30,114,250166,533,V,CO    ,682,46,120,72371,114177,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2148,0,0001,0,31203,H2    ,245,30,116,241864,533,V,CO    ,677,70,140,69762,114177,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2152,0,0001,0,31200,H2    ,245,30,150,254860,533,V,CO    ,682,40,120,52063,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2156,0,0001,0,31196,H2    ,245,32,104,265374,533,V,CO    ,690,40,120,34088,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2200,0,0001,0,31197,H2    ,245,42,144,267496,533,V,CO    ,683,40,120,49088,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2205,0,0001,0,31200,H2    ,245,30,175,280846,533,V,CO    ,687,40,120,32905,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2209,0,0001,0,31191,H2    ,245,36,118,245737,533,V,CO    ,675,40,120,35614,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2213,0,0001,0,31193,H2    ,245,46,132,181690,533,V,CO    ,672,40,120,18750,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2217,0,0001,0,31197,H2    ,245,34,126,174491,533,V,CO    ,689,40,120,27498,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2221,0,0001,0,31201,H2    ,245,30,112,286686,533,V,CO    ,673,40,120,35715,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2227,0,0001,0,31202,H2    ,246,30,112,237561,533,V,CO    ,677,40,120,45076,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-02-12 2231,0,0001,0,31198,H2    ,245,30,114,200703,533,V,CO    ,680,40,120,25757,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
