2026-03-18 1451,0,0001,0,30365,H2    ,245,36,140,274133,519,V,CO    ,689,40,120,50786,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1517,0,0001,0,30346,H2    ,245,44,114,257095,519,V,CO    ,680,40,120,48143,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1521,0,0001,0,30342,H2    ,245,30,134,276828,519,V,CO    ,691,40,120,28217,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1525,0,0001,0,30332,H2    ,245,30,100,246173,519,V,CO    ,685,40,120,35212,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1530,0,0001,0,30345,H2    ,245,30,154,279353,519,V,CO    ,679,40,120,47522,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1541,0,0001,0,30374,H2    ,245,32,170,266184,519,V,CO    ,675,44,156,91866,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1545,0,0001,0,30393,H2    ,245,36,106,224289,519,V,CO    ,678,44,124,79690,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1550,0,0001,0,30391,H2    ,245,30,118,253691,519,V,CO    ,681,70,120,80157,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1555,0,0001,0,30385,H2    ,245,48,154,279024,519,V,CO    ,675,40,120,52938,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-18 1559,0,0001,0,30368,H2    ,245,30,130,226299,519,V,CO    ,701,40,120,20439,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
