2026-03-09 1414,0,0001,0,30783,H2    ,245,30,108,132780,573,V,CO    ,673,48,192,667286,114177,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                              
2026-03-09 1417,0,0001,0,30770,H2    ,245,62,102,155626,573,V,CO    ,670,50,268,806021,114177,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                              
2026-03-09 1422,0,0001,0,30776,H2    ,245,42,106,160557,573,V,CO    ,671,48,206,700128,114177,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                              
2026-03-09 1426,0,0001,0,30777,H2    ,245,30,126,151385,573,V,CO    ,670,50,192,690879,114177,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                              
2026-03-09 1430,0,0001,0,30797,H2    ,245,38,110,267540,573,V,CO    ,677,40,120,52908,114177,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                               
2026-03-09 1445,0,0001,0,30824,H2    ,246,32,102,237591,573,V,CO    ,674,46,120,51412,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1449,0,0001,0,30850,H2    ,245,62,126,274305,573,V,CO    ,683,52,120,56090,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1453,0,0001,0,30865,H2    ,246,32,132,264573,573,V,CO    ,686,40,120,52802,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1457,0,0001,0,30870,H2    ,246,30,110,265712,573,V,CO    ,686,40,120,40137,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1511,0,0001,0,30875,H2    ,245,32,148,277262,573,V,CO    ,674,48,158,85977,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1515,0,0001,0,30870,H2    ,245,30,104,244361,573,V,CO    ,670,58,122,59562,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1519,0,0001,0,30870,H2    ,245,30,120,279132,573,V,CO    ,678,50,120,56892,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1523,0,0001,0,30872,H2    ,245,44,118,245212,573,V,CO    ,684,40,120,43479,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1527,0,0001,0,30878,H2    ,245,30,120,246590,573,V,CO    ,706,40,120,19852,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1531,0,0001,0,30894,H2    ,245,36,175,293865,573,V,CO    ,676,40,120,50808,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1536,0,0001,0,30884,H2    ,246,30,106,181358,573,V,CO    ,677,46,122,55854,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1540,0,0001,0,30890,H2    ,245,30,108,192122,573,V,CO    ,677,40,120,47775,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1544,0,0001,0,30901,H2    ,245,38,108,209899,573,V,CO    ,668,40,120,35045,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1548,0,0001,0,30909,H2    ,245,40,86,156205,573,V,CO    ,669,40,120,28086,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                   
2026-03-09 1553,0,0001,0,30911,H2    ,245,30,122,176546,573,V,CO    ,671,40,120,45472,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1557,0,0001,0,30913,H2    ,246,30,114,194495,573,V,CO    ,683,40,120,42650,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-09 1601,0,0001,0,30919,H2    ,245,30,104,141417,573,V,CO    ,681,40,120,55282,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
