2026-03-22 1516,0,1,0,30287,H2    ,245,36,156,275855,519,V,CO    ,680,40,120,52059,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1520,0,1,0,30293,H2    ,245,30,106,261956,519,V,CO    ,676,44,126,86936,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1525,0,1,0,30294,H2    ,245,32,112,258333,519,V,CO    ,681,40,120,59244,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1529,0,1,0,30287,H2    ,246,30,126,269714,519,V,CO    ,676,40,150,82725,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1533,0,1,0,30279,H2    ,245,30,116,259766,519,V,CO    ,669,40,122,64562,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1539,0,1,0,30265,H2    ,245,30,138,506310,519,V,CO    ,662,40,120,12855,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1543,0,1,0,30266,H2    ,245,36,175,552688,519,V,CO    ,650,40,120,2251,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                   
2026-03-22 1547,0,1,0,30271,H2    ,245,30,175,524988,519,V,CO    ,672,40,120,25199,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1551,0,1,0,30268,H2    ,245,32,175,531743,519,V,CO    ,650,40,120,0,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                      
2026-03-22 1556,0,1,0,30266,H2    ,245,32,164,486729,519,V,CO    ,669,40,120,5479,716,F,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                   
2026-03-22 1608,0,1,0,30260,H2    ,245,38,110,250216,519,V,CO    ,672,46,164,75020,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1614,0,1,0,30267,H2    ,245,30,132,242905,519,V,CO    ,673,46,120,70051,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
2026-03-22 1619,0,1,0,30275,H2    ,246,30,138,251760,519,V,CO    ,674,50,122,75932,716,V,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,      ,0,0,0,0,0,*,                                                                                  
